Magnitude,Depth,destruction,Victim's reaction,Intensity
6.6,30,4,5,6
5.1,33,5,6,7
6.5,10,4,5,6
6.6,23,3,4,5
6.5,36,4,5,6
6.6,18,5,6,7
6.8,476,1,2,3
6,18,1,2,3
7,21,5,6,7
8.1,30,5,6,7
5.3,11,5,6,7
6.8,5,8,9,10
8.2,25,6,7,8
5.6,15,5,6,7
4.9,33,4,5,6
7,31,4,5,6
7.4,26,5,6,7
6.6,10,5,6,7
8.1,38,7,8,9
8.2,35,5,6,7
7.3,150,8,9,10
6.6,624.464,0,1,2
6.5,20,4,5,6
6,15,6,7,8
6.6,19,8,9,10
6.2,33,6,7,8
6.6,7,5,6,7
7.2,240,5,6,7
7.7,18.6,2,3,4
6.8,10,5,6,7
6.6,56,4,5,6
7.2,35,3,4,5
6.9,535,1,2,3
7.7,25,4,5,6
7.1,15,6,7,8
6.8,12.5,6,7,8
5.1,21,4,5,6
6.6,10,2,3,4
6.3,2,6,7,8
6,11,6,7,8
5.4,10,5,6,7
5.8,10,7,8,9
6.7,553.81,1,2,3
5.7,10,6,7,8
6.4,29,3,4,5
7.7,10,5,6,7
6.6,27,3,4,5
8,25,7,8,9
6.5,20,3,4,5
6.5,10,4,5,6
6.7,21,4,5,6
6.9,51.6,4,5,6
5.1,33,5,6,7
6.2,18,7,8,9
6.9,120,8,9,10
5,10,4,5,6
6.5,10,5,6,7
6.9,28,5,6,7
7.2,14,3,4,5
5.5,8,6,7,8
6.8,19.7,4,5,6
7.4,156,5,6,7
6.5,5,5,6,7
4.6,19,6,7,8
8.4,33,6,7,8
5.5,10,5,6,7
6.6,17,5,6,7
8.1,33,7,8,9
5.5,10,3,4,5
7.4,225.6,3,4,5
6.5,30,4,5,6
7.9,33,3,4,5
6.9,5,7,8,9
7.2,20,8,9,10
6.6,35,5,6,7
7.3,20,6,7,8
7.2,33,4,5,6
6.9,26,4,5,6
6.7,20,5,6,7
5.4,10,3,4,5
6.7,22,5,6,7
6.5,33,6,7,8
7.1,18,8,9,10
6.9,136,4,5,6
6.5,15,8,9,10
6,15,5,6,7
6.9,10,5,6,7
6.9,130,4,5,6
7,23,5,6,7
7.9,60,7,8,9
6.9,20,3,4,5
6.7,65.8,3,4,5
7.8,33,5,6,7
7.6,17,5,6,7
7.9,94.54,5,6,7
8.2,47.4,7,8,9
6.8,19,4,5,6
7.3,150,8,9,10
5.8,15,8,9,10
6.6,38,6,7,8
6.9,21,3,4,5
7.5,10,7,8,9
6.5,123.8,3,4,5
6.1,33,5,6,7
6.8,52,6,7,8
8.2,20,7,8,9
6.7,20,4,5,6
6.9,28.42,3,4,5
7.8,47,6,7,8
6.6,33,4,5,6
6.6,19,8,9,10
6.5,38,3,4,5
9.2,25,9,10,11
5.4,11,6,7,8
6.8,22.86,4,5,6
6.5,209.976,2,3,4
6.5,33,4,5,6
6.9,174.8,3,4,5
7.5,33,3,4,5
7.3,33,7,8,9
6.6,13,3,4,5
7.9,94.54,5,6,7
7.2,16,2,3,4
6.6,134.7,3,4,5
6.9,10,7,8,9
7,39,4,5,6
4.8,10,4,5,6
6.7,553.81,1,2,3
6.5,20,3,4,5
5.3,15,6,7,8
7.4,19,5,6,7
5.8,11,3,4,5
6.6,15,7,8,9
7.2,22,5,6,7
7.6,40,8,9,10
7.9,340,4,5,6
7.5,22,3,4,5
6.8,112,4,5,6
7.8,8.22,7,8,9
7.3,26.3,5,6,7
6.7,57,5,6,7
7,13,7,8,9
6.5,20,4,5,6
7.1,86,5,6,7
5.5,15,6,7,8
6.7,23,3,4,5
6.7,10,2,3,4
7.8,17.9,10,11,12
7.4,225.6,3,4,5
6.6,33,3,4,5
6.9,10,5,6,7
6.9,615.42,4,5,6
7,14,5,6,7
6.8,79,4,5,6
6.7,24,2,3,4
7.1,46.7,6,7,8
7.6,621,3,4,5
5.6,10,5,6,7
6.8,22,2,3,4
6.2,4,7,8,9
7.4,19,5,6,7
6.8,19.7,4,5,6
6.9,15,8,9,10
6,11,6,7,8
8.2,46.66,4,5,6
5.5,21,6,7,8
7.2,24,5,6,7
7.6,25,8,9,10
7.6,26,5,6,7
6.9,136,4,5,6
8.1,24,6,7,8
7.1,141.9,4,5,6
6.6,33,5,6,7
6.8,52,6,7,8
4.9,10,5,6,7
7.1,125.6,5,6,7
6.5,59.9,3,4,5
6.8,12,3,4,5
7.9,55,5,6,7
6.8,46,5,6,7
7.3,14.27,3,4,5
7.6,35,8,9,10
7,19,3,4,5
7.9,19,9,10,11
7.6,24,5,6,7
6.6,18,5,6,7
6.8,108,5,6,7
6.2,155,4,5,6
6.7,110,3,4,5
6.5,5,5,6,7
7.5,18,4,5,6
5.5,13,3,4,5
7.1,50,6,7,8
4.8,12,1,2,3
7,37,4,5,6
7.2,10,6,7,8
6.8,72.6,4,5,6
5.6,25,5,6,7
7.7,15,2,3,4
6.5,33,4,5,6
6.7,23,4,5,6
6.8,18,5,6,7
6.6,591,1,2,3
6.6,15,6,7,8
6.7,15,9,10,11
7.9,14,7,8,9
8.6,25,6,7,8
6.7,26.59,3,4,5
7.5,55,6,7,8
6.5,8,2,3,4
6.5,10,6,7,8
6.7,66,4,5,6
6.9,29,4,5,6
6,6,5,6,7
8,39,6,7,8
8.8,23,7,8,9
6.6,54,5,6,7
7.8,33,5,6,7
7.4,33,7,8,9
6.9,132,6,7,8
8.1,13,7,8,9
6.7,12,5,6,7
6.6,10,5,6,7
6.9,43,4,5,6
7.8,30,5,6,7
6.8,100,7,8,9
6.9,33,4,5,6
5.7,7,8,9,10
6.6,139.4,3,4,5
7,10,2,3,4
6.8,5,8,9,10
6.5,14,5,6,7
6.6,11,7,8,9
6.9,70,5,6,7
6.5,33,7,8,9
6.7,5,6,7,8
7.7,18.027,2,3,4
6.5,150,6,7,8
5.9,80,5,6,7
5.9,16,7,8,9
6.8,13.7,4,5,6
6,5,8,9,10
6.5,69.1,4,5,6
7,41,3,4,5
5.1,13,4,5,6
7.3,212,4,5,6
7.2,120,5,6,7
6.5,37,1,2,3
7.5,57.8,3,4,5
6.7,10,4,5,6
5.4,10,6,7,8
8.2,33,7,8,9
7,21,6,7,8
8.16,27,7,8,9
7,15,7,8,9
6.7,624,1,2,3
8,27.9,7,8,9
7,10,8,9,10
6.9,11.19,2,3,4
5.7,25,5,6,7
4.1,9,5,6,7
7.2,9.987,7,8,9
7.4,19,5,6,7
7.6,15,9,10,11
6.8,570.41,1,2,3
6.7,33,4,5,6
7.7,44,5,6,7
7.8,17.9,10,11,12
6.5,36,4,5,6
6.6,33,4,5,6
6,5,4,5,6
7.4,20,6,7,8
6.8,33,7,8,9
6.1,10,4,5,6
6.9,28,4,5,6
6.5,5,5,6,7
6.5,8,2,3,4
7.5,10,4,5,6
6.5,13,6,7,8
6.3,31,2,3,4
6.7,17.4,4,5,6
7.6,38,6,7,8
6.6,10,6,7,8
6.7,22.91,5,6,7
7.5,33,3,4,5
7.7,9,7,8,9
6,10,7,8,9
6.6,10,4,5,6
6.6,25,6,7,8
6.5,21,4,5,6
6.2,19,5,6,7
6.6,57.92,4,5,6
6.8,100,7,8,9
6.8,38,4,5,6
6.2,10,6,7,8
6.5,20,2,3,4
6.7,624,1,2,3
6.8,46,3,4,5
6.7,12,5,6,7
6.6,624.464,0,1,2
7.1,50,6,7,8
5.9,17,7,8,9
5.9,10,7,8,9
5.3,18,6,7,8
6.6,85,4,5,6
6.6,8,6,7,8
5.8,26,6,7,8
7.1,35,4,5,6
6.5,10,5,6,7
5.6,24,6,7,8
6.5,33,8,9,10
8.3,14,7,8,9
7.7,60,7,8,9
5.4,6,4,5,6
6.5,15,4,5,6
6.9,35,8,9,10
9.3,10,7,8,9
7.8,24,1,2,3
8.1,22.79,5,6,7
7.8,14,5,6,7
7.5,31,5,6,7
6.8,38,4,5,6
6.7,20,5,6,7
7.1,133,3,4,5
7.4,39,4,5,6
8.6,30,6,7,8
6.7,18,3,4,5
7.1,9,7,8,9
5.4,10,5,6,7
7.3,10,6,7,8
6.3,33,4,5,6
4.1,5,3,4,5
7,24,5,6,7
6.6,33,6,7,8
6.8,10,3,4,5
5.8,10,5,6,7
6.6,24,5,6,7
6.8,14,3,4,5
6.8,630.379,1,2,3
7.8,15,8,9,10
7.5,230,6,7,8
6.6,10,5,6,7
6.7,12,4,5,6
5,5,6,7,8
7.2,27,6,7,8
7.5,15,8,9,10
6.8,50,5,6,7
6.6,27,3,4,5
4.9,7,4,5,6
7.8,23.5,6,7,8
6.9,21,3,4,5
6.7,27.4,4,5,6
6.9,10,2,3,4
5.9,31,5,6,7
7.2,7,4,5,6
5.8,15,4,5,6
7.8,664,4,5,6
7.8,24,3,4,5
6.6,57,6,7,8
6.8,220,3,4,5
6.7,26,7,8,9
7.8,33,5,6,7
6.7,11,4,5,6
7.3,33,7,8,9
6.9,29,5,6,7
6.5,33,6,7,8
6.6,9,5,6,7
6.8,24.9,4,5,6
7.1,35,4,5,6
8.2,47.39,5,6,7
6.5,12,5,6,7
6.6,22,5,6,7
5.5,33,2,3,4
6.8,18,5,6,7
6.1,33,5,6,7
8.1,33,9,10,11
7.3,16,8,9,10
4.4,9,2,3,4
7.3,35,5,6,7
7.4,30,5,6,7
5.8,15,8,9,10
6.2,84,5,6,7
7.1,6,2,3,4
7.1,13,8,9,10
6.8,53,4,5,6
6.6,7,5,6,7
5.7,10,7,8,9
7.1,43.98,6,7,8
6.5,20,2,3,4
7.7,16,7,8,9
7.1,201.7,3,4,5
6.6,18,4,5,6
5.7,18,5,6,7
6.2,33,5,6,7
7.8,664,4,5,6
7,130,5,6,7
8.6,15,9,10,11
6.2,194,4,5,6
6.8,33,5,6,7
5.5,70,8,9,10
6.7,27.4,4,5,6
7.3,19,7,8,9
8.1,28.93,6,7,8
6.3,93,3,4,5
6.3,22,6,7,8
6.6,35,2,3,4
6.7,26,7,8,9
8,19,9,10,11
7.8,24,1,2,3
8.1,18,5,6,7
6.6,10,5,6,7
6.9,12,4,5,6
6.6,34.8,5,6,7
6.6,35,2,3,4
6.1,190,3,4,5
7.1,434,4,5,6
6.7,33,4,5,6
7.5,126,6,7,8
6.7,100,6,7,8
5.5,10,6,7,8
7.6,10,5,6,7
7.2,21,4,5,6
5.7,54,7,8,9
6.9,132,6,7,8
8.3,22.4,7,8,9
7.8,22,5,6,7
8.2,60,8,9,10
6.5,38,3,4,5
7.8,100,9,10,11
6.4,26,3,4,5
6.9,9,5,6,7
6.6,10,2,3,4
7.6,81,6,7,8
6.8,22,2,3,4
5.6,10,5,6,7
6.8,15,8,9,10
6.9,33.3,2,3,4
6.1,6,3,4,5
7.7,196,4,5,6
6.8,96,4,5,6
5.8,33,5,6,7
7.1,133,3,4,5
5.2,27,4,5,6
6.7,5,4,5,6
7.2,22,5,6,7
5.6,12,6,7,8
6.6,118,4,5,6
6.5,33,4,5,6
7.7,583.2,2,3,4
6.4,8,7,8,9
6.8,18,5,6,7
8,24,5,6,7
4.9,13,5,6,7
6.9,33,4,5,6
6.9,120,8,9,10
6.2,18,7,8,9
6.5,192.955,2,3,4
6.5,10,4,5,6
6.9,145,3,4,5
7.9,49,6,7,8
7,40,6,7,8
6.8,46,3,4,5
7,18,5,6,7
8.4,40,9,10,11
6.2,12,2,3,4
6.7,4,6,7,8
7.4,156,5,6,7
7.1,19.04,6,7,8
7.2,112,5,6,7
6,10,6,7,8
6.3,10,5,6,7
8,60.5,7,8,9
6.7,64,3,4,5
7.9,14,7,8,9
6.7,46,4,5,6
5.5,19,7,8,9
6.8,12,5,6,7
6.9,28,5,6,7
7,12,6,7,8
7.2,33,4,5,6
6.9,12,2,3,4
7.1,45,4,5,6
6.6,10,8,9,10
8.2,600,3,4,5
7.3,14.27,3,4,5
8.1,22.79,5,6,7
7.1,30,4,5,6
6,26,6,7,8
6.6,14,4,5,6
7.6,10,4,5,6
7.7,80,6,7,8
6.5,38,3,4,5
7.8,18,10,11,12
6.6,28,6,7,8
6,32,6,7,8
6.6,25.7,3,4,5
6.1,95,4,5,6
7.1,13,8,9,10
6.7,34,4,5,6
7,11,7,8,9
6.9,15,8,9,10
5.2,49,5,6,7
7.4,30,5,6,7
7.6,35,8,9,10
6.8,82,4,5,6
5.2,27,4,5,6
6.5,14.2,5,6,7
6.1,37,4,5,6
8,46,5,6,7
7.2,27,7,8,9
6.8,61.1,4,5,6
6.9,10,6,7,8
6.8,10,2,3,4
7.1,10,3,4,5
6.5,224.6,3,4,5
6.3,206,4,5,6
6.5,10,4,5,6
6.7,34,3,4,5
6.7,9,2,3,4
6.6,10,4,5,6
7.8,33,5,6,7
7.7,196,4,5,6
6.6,22,3,4,5
6.4,66,5,6,7
6.5,28,3,4,5
6.5,33,4,5,6
6.5,37,1,2,3
6.9,20,5,6,7
6.6,17,5,6,7
6.5,402,1,2,3
7,58,7,8,9
6.8,12,5,6,7
6.6,31,3,4,5
7.7,16,7,8,9
5.4,30,3,4,5
5.5,8,4,5,6
6.8,147,4,5,6
6.5,30,2,3,4
6.6,20,5,6,7
5.2,11,5,6,7
8.3,3,7,8,9
6.6,35,2,3,4
6.6,118,4,5,6
7.1,40,5,6,7
7,32,3,4,5
5.8,25,6,7,8
6.6,10,2,3,4
6.2,12,5,6,7
7.8,21,7,8,9
7,37,4,5,6
6.6,12.2,3,4,5
8.1,10,3,4,5
6.7,18,4,5,6
6.6,33,5,6,7
7.9,109,6,7,8
6,27,5,6,7
5.7,10,5,6,7
6.7,46,4,5,6
7.5,19,3,4,5
7.6,620.56,2,3,4
6.8,16,5,6,7
5.5,30,6,7,8
6.7,10,3,4,5
7.9,60,5,6,7
6.5,10,6,7,8
7.6,31,3,4,5
6.8,15,8,9,10
7.3,19,5,6,7
5.3,15,5,6,7
6.6,33,4,5,6
7.8,25,7,8,9
7.6,105.249,5,6,7
6.6,19,5,6,7
6,5,4,5,6
5.5,17,6,7,8
5.8,11,4,5,6
6.4,21,3,4,5
5.7,30,6,7,8
7.7,9,7,8,9
6.5,10,5,6,7
5.2,22,4,5,6
6.7,27.4,4,5,6
7,11,6,7,8
6.5,31.9,4,5,6
6.7,4,6,7,8
6.6,27.8,2,3,4
6.9,10,2,3,4
7.3,16.56,5,6,7
7.8,15,6,7,8
6.7,12,5,6,7
5.8,36,6,7,8
6.8,10,5,6,7
6.2,18,5,6,7
6.7,11,4,5,6
7.6,33,4,5,6
7.6,17,7,8,9
6.7,624,1,2,3
6.8,150,3,4,5
3.6,10,3,4,5
6.5,37,1,2,3
7.4,13,7,8,9
6,58,4,5,6
6.9,120,8,9,10
5.9,33,4,5,6
7,12,6,7,8
6.7,49.2,4,5,6
7.2,215,5,6,7
6.9,100,4,5,6
7.4,31.1,5,6,7
5.7,15,5,6,7
6.6,21,5,6,7
6.5,12.26,3,4,5
6.5,10,6,7,8
6.8,535,1,2,3
6.7,16,5,6,7
6.5,21,4,5,6
8.1,15,8,9,10
6,13,7,8,9
7,43,5,6,7
7.3,14.27,3,4,5
7.3,15,5,6,7
6.6,57.92,4,5,6
6.7,18,3,4,5
7.8,15.11,7,8,9
6,29,7,8,9
7.6,586,2,3,4
7.1,135,4,5,6
6.5,29,6,7,8
7.6,35,5,6,7
6.6,22,1,2,3
6.8,24.9,4,5,6
6.8,40,3,4,5
6.5,27,5,6,7
6.1,8,6,7,8
6.3,15,5,6,7
6.5,20,2,3,4
7.1,60.53,5,6,7
7.2,15,6,7,8
5.1,13,4,5,6
7.2,15,6,7,8
6.8,15.4,4,5,6
6.6,204.8,2,3,4
6.8,34,4,5,6
6.9,33,3,4,5
4.6,10,4,5,6
6.7,91,4,5,6
7.2,20,5,6,7
7.2,10,6,7,8
6.1,20,6,7,8
5.3,15,5,6,7
6.2,35,7,8,9
8.1,30,8,9,10
7.5,40,8,9,10
5.8,22,5,6,7
6.7,35,4,5,6
6.2,30,6,7,8
6.6,10,5,6,7
6.1,20,6,7,8
7.1,40,4,5,6
6.7,5,4,5,6
6.7,461,1,2,3
6.5,29,4,5,6
7.2,20,5,6,7
6.2,33,8,9,10
6.8,10,7,8,9
8,30.5,5,6,7
5.5,33,2,3,4
5.2,33,4,5,6
7,110.2,5,6,7
6.8,602.2,1,2,3
6.8,12,7,8,9
8.3,50,5,6,7
4.3,10,6,7,8
7.3,40,6,7,8
6.6,139.4,3,4,5
6.9,27,3,4,5
6.8,161,6,7,8
7.7,196,3,4,5
5.9,70,6,7,8
7.1,18,8,9,10
6.5,12.26,3,4,5
8,55,5,6,7
7.5,19,3,4,5
6.8,10,4,5,6
5.8,33,5,6,7
7.9,44,4,5,6
6.8,33,5,6,7
9,22,5,6,7
6.8,40.2,5,6,7
6.5,70,4,5,6
6.1,10,6,7,8
6.6,54,5,6,7
6.5,10,3,4,5
7.3,35,5,6,7
5,24,6,7,8
6.7,94,4,5,6
6.9,21,5,6,7
7,46,5,6,7
7.2,68,5,6,7
6.8,12,5,6,7
8.1,18,5,6,7
6.6,9,5,6,7
6.8,33,5,6,7
6.9,145,3,4,5
6.9,10,3,4,5
6.3,93,3,4,5
8.1,30,5,6,7
6.3,93,3,4,5
6.6,15,6,7,8
7.7,2,7,8,9
6.9,13,2,3,4
6.9,33,1,2,3
6.9,10,1,2,3
6.3,79,5,6,7
6.8,13.7,4,5,6
8.1,18,4,5,6
7.9,33,6,7,8
3.6,10,3,4,5
6.8,46,5,6,7
8.5,30,8,9,10
6.5,246,2,3,4
6.5,10,5,6,7
6.9,27,3,4,5
8.4,15,9,10,11
6.5,13,6,7,8
6.6,35,5,6,7
6.5,5,5,6,7
7.8,40,5,6,7
6.5,33,3,4,5
8,122.57,6,7,8
6.6,33,6,7,8
7,10,7,8,9
7.6,102,4,5,6
6.5,10,2,3,4
6.5,16,2,3,4
7.9,49,6,7,8
7,11,6,7,8
6,58,4,5,6
7.6,33,8,9,10
7.3,385.5,2,3,4
6.2,50,5,6,7
7.2,27,7,8,9
8.3,100,7,8,9
6.3,15,5,6,7
6.7,595.854,1,2,3
6,10,6,7,8
6.3,12,4,5,6
6.6,10,2,3,4
7.5,50,7,8,9
5.1,22,6,7,8
6.8,79,4,5,6
5.9,31,5,6,7
5.5,33,4,5,6
6.7,32,4,5,6
6.6,19,3,4,5
7.1,15,7,8,9
6.9,21,3,4,5
6.5,10,6,7,8
7.1,434,4,5,6
5,3,4,5,6
7.7,20,3,4,5
6.5,22,4,5,6
6.6,118,4,5,6
7.1,39,5,6,7
6.5,44.26,1,2,3
6.6,15,6,7,8
7.9,43,8,9,10
6.5,10,5,6,7
5.9,33,6,7,8
6.5,10,5,6,7
7.4,20,6,7,8
7.6,30,8,9,10
6.1,10,7,8,9
6.9,10,5,6,7
7.4,6,7,8,9
6.5,20,2,3,4
8.2,25,9,10,11
7.1,10,5,6,7
6.2,13,8,9,10
7.3,100,8,9,10
7,19,3,4,5
6.4,10,6,7,8
6.7,553.81,1,2,3
6.7,31,4,5,6
5.7,10,7,8,9
7.8,20,10,11,12
6.9,17,9,10,11
7.6,45,6,7,8
5.6,21,5,6,7
6.4,5,7,8,9
6.9,28,4,5,6
5.9,16,6,7,8
7.6,55,5,6,7
7.9,19,7,8,9
7,22,5,6,7
8.3,33,7,8,9
6.6,134.7,3,4,5
6.5,20,4,5,6
7.7,18.6,2,3,4
6.7,18,3,4,5
7.3,15,5,6,7
6.5,10,4,5,6
6.5,5,5,6,7
7.8,100,9,10,11
6.8,108,5,6,7
6.6,33,4,5,6
7.1,28,4,5,6
7.1,43.98,6,7,8
6.8,55,5,6,7
6.9,5.81,6,7,8
6.6,27.8,2,3,4
6.6,20,8,9,10
5.2,7,6,7,8
6.6,10,2,3,4
6.4,14,5,6,7
6.3,21,6,7,8
8.2,47.39,5,6,7
6.9,93,5,6,7
7.3,165.49,5,6,7
6.5,19.36,6,7,8
6.3,33,8,9,10
7.6,20,7,8,9
7.6,240,5,6,7
6.6,14,4,5,6
7.5,33,4,5,6
6.5,45.8,4,5,6
7.8,15,6,7,8
7.6,40,7,8,9
6.1,10,6,7,8
6.7,24,3,4,5
7.1,25,7,8,9
7.2,33,4,5,6
6.7,17.4,4,5,6
6.7,12,2,3,4
6.4,14,5,6,7
7.1,10,5,6,7
4,3,5,6,7
5.5,39,2,3,4
7.5,160,4,5,6
7.4,35,3,4,5
6.7,24,2,3,4
6.6,614,1,2,3
6.5,29,8,9,10
6.9,34,6,7,8
6.9,93,4,5,6
7.5,27,7,8,9
7.8,100,9,10,11
5.7,20,6,7,8
7.6,17,8,9,10
5.5,33,2,3,4
6.6,33,5,6,7
7.5,47.23,4,5,6
5.9,10,7,8,9
6.7,15,6,7,8
7.2,20,5,6,7
7,22,5,6,7
7.2,20,8,9,10
6.7,10,5,6,7
6.3,15,7,8,9
6.8,12,3,4,5
6.6,10,5,6,7
6.8,18,5,6,7
6.8,35,3,4,5
6.6,20,4,5,6
5.4,35,7,8,9
6,69,4,5,6
7.1,43.98,6,7,8
6.7,16,6,7,8
6.6,13,3,4,5
6.8,36,4,5,6
6.5,74,6,7,8
6.8,33,3,4,5
6.7,16,5,6,7
6.5,20,4,5,6
6.8,5,2,3,4
7,33.729,6,7,8
6.5,30,4,5,6
6.5,7,8,9,10
7.3,60,7,8,9
7.1,10,5,6,7
7.1,434,4,5,6
6.6,33,6,7,8
4.7,10,4,5,6
6.8,40.2,5,6,7
6.6,12,6,7,8
5,6,6,7,8
6.7,461,1,2,3
7.3,35,8,9,10
7,579,1,2,3
7.1,103,5,6,7
7.9,40,6,7,8
6.9,10,7,8,9
6.6,212,2,3,4
6.1,6,4,5,6
7.8,15,6,7,8
7,21,5,6,7
6.9,10,8,9,10
6.7,223,4,5,6
6.9,12,5,6,7
7.9,33,6,7,8
6.6,67.2,4,5,6
6.5,10,5,6,7
4.7,10,4,5,6
6.6,11,4,5,6
6.6,33,4,5,6
6.8,12,5,6,7
6.9,50,6,7,8
6.5,119,3,4,5
6.5,42.9,4,5,6
7.8,28,6,7,8
6.1,18,6,7,8
6.5,10,5,6,7
7.1,40,5,6,7
5.5,70,8,9,10
7.1,15,6,7,8
6.6,35,4,5,6
6.8,11.6,7,8,9
7.7,40,6,7,8
5.2,21,6,7,8
4.8,12,5,6,7
6.5,187.589,3,4,5
6.5,371,2,3,4
5.4,30,4,5,6
6.2,5,4,5,6
7.1,40,4,5,6
7.2,22,5,6,7
5.7,58,4,5,6
7.1,33,4,5,6
7.2,56,8,9,10
6.7,4,6,7,8
4.9,11,5,6,7
6.5,16.7,5,6,7
6.8,65.842,5,6,7
6.6,10,5,6,7
7,15,6,7,8
6.3,10,4,5,6
6.5,48,6,7,8
7.3,33,4,5,6
7.8,17.9,10,11,12
7.5,126,6,7,8
6.3,31,2,3,4
6.5,24,2,3,4
6.6,10,5,6,7
8.7,33,7,8,9
7.7,22.4,7,8,9
6.5,12.06,6,7,8
7.5,10,7,8,9
6.5,176.4,2,3,4
7.2,25,8,9,10
9.5,25,10,11,12
7.3,16,3,4,5
4.9,7,4,5,6
7.7,60,6,7,8
8.6,20,5,6,7
6.5,10,6,7,8
5.8,16,6,7,8
5.2,21,6,7,8
6.2,33,8,9,10
5.8,10,8,9,10
7.5,30,7,8,9
6.7,5,6,7,8
6.8,24.9,4,5,6
6.5,35,3,4,5
6.5,110,4,5,6
8.1,37,7,8,9
6.3,10,4,5,6
6.3,33,8,9,10
6.9,10,1,2,3
5.7,8,5,6,7
7,15,6,7,8
5.1,13,4,5,6
8.2,35,5,6,7
6.5,36,4,5,6
7.1,10,7,8,9
6.6,24,5,6,7
5.4,30,4,5,6
5.6,15,5,6,7
6,12,6,7,8
7.2,25,8,9,10
7.1,133,3,4,5
6.8,12,5,6,7
7,19.9,6,7,8
6.5,33,8,9,10
6.5,11,5,6,7
6.5,25,2,3,4
5.7,17,6,7,8
6,34,7,8,9
6.8,144.3,3,4,5
5.5,33,8,9,10
6.6,10,4,5,6
7.9,35,5,6,7
6.7,10,6,7,8
7,20,6,7,8
7.5,145,5,6,7
6.7,10,3,4,5
7.7,20,9,10,11
6.9,624,1,2,3
5.6,12,6,7,8
5.6,11,6,7,8
5,6,6,7,8
6.9,110,4,5,6
7.6,18.1,5,6,7
6.7,22,2,3,4
6.5,10,3,4,5
4,3,5,6,7
6.7,461,1,2,3
6.8,24,7,8,9
6.6,16,2,3,4
6.4,15,6,7,8
6.9,25,3,4,5
6.9,10,1,2,3
7,2,4,5,6
6.5,33,4,5,6
7,2,4,5,6
6.6,10,2,3,4
7.1,10,8,9,10
7.2,32.571,4,5,6
6.9,26,2,3,4
6.8,50.4,4,5,6
7,60.21,3,4,5
7.4,30,7,8,9
6.9,28.42,3,4,5
6.5,9,5,6,7
6.8,26,5,6,7
6.8,40.2,5,6,7
6.9,10,3,4,5
6.5,14.2,5,6,7
6.6,118,4,5,6
6.5,105,3,4,5
7.8,35,4,5,6
7.3,70,9,10,11
7.6,40,7,8,9
6.6,10,2,3,4
7.8,60,3,4,5
6.6,11,5,6,7
6.2,10,6,7,8
7.3,32,3,4,5
8.7,30.3,4,5,6
7.6,31,3,4,5
5.6,217,2,3,4
7.7,20,7,8,9
6.7,62,5,6,7
7.3,10,8,9,10
7.9,35,5,6,7
6.7,10,6,7,8
7.3,120,8,9,10
6.3,20,7,8,9
5.2,33,4,5,6
7,114.1,5,6,7
7.8,33,8,9,10
7.7,24,6,7,8
7.2,110,5,6,7
6.7,20.49,5,6,7
6.4,10,7,8,9
7.1,10,7,8,9
6.9,29,5,6,7
6.5,35,3,4,5
6.7,22,5,6,7
7.2,33,4,5,6
7.5,10,8,9,10
6.4,21,3,4,5
6.4,19,0,1,2
7.6,24,5,6,7
6.8,7,8,9,10
8,15,8,9,10
6.5,83,4,5,6
6.6,22,1,2,3
6.5,28.737,5,6,7
4.4,16,5,6,7
6.6,17,5,6,7
7.9,19,9,10,11
6.2,12,5,6,7
6.5,27,5,6,7
4.7,13,6,7,8
7.3,20,5,6,7
6.1,27,5,6,7
7.9,33,6,7,8
6.6,99,6,7,8
6.5,17,2,3,4
7.1,10,5,6,7
6.8,10,5,6,7
5.1,10,5,6,7
6.5,35,3,4,5
6.6,25,4,5,6
6.7,66,4,5,6
7.4,30,8,9,10
7.2,22,5,6,7
6,6,5,6,7
5.6,11,6,7,8
6.5,402,1,2,3
8.7,30,6,7,8
6.5,59,5,6,7
7.1,25,7,8,9
6.7,223,4,5,6
6.8,10,3,4,5
7.8,10,7,8,9
7.1,21.43,3,4,5
6.7,164.4,3,4,5
7,19,3,4,5
7.2,14,3,4,5
6.6,10.5,5,6,7
7,15,7,8,9
5.8,17,5,6,7
6.6,14,7,8,9
6.5,28.9,3,4,5
6.7,12,3,4,5
7.3,15,5,6,7
6.9,130,4,5,6
6.4,9,6,7,8
6.8,50.4,4,5,6
6.6,7,5,6,7
9.1,30,6,7,8
7.9,35,5,6,7
7.5,26,5,6,7
5.9,15,7,8,9
5.8,16,6,7,8
7.1,10,3,4,5
7.8,15,7,8,9
6.6,21,5,6,7
6.5,14.2,5,6,7
5.4,15,4,5,6
7.4,26,7,8,9
6.8,35,4,5,6
6.6,12.2,3,4,5
8,55,5,6,7
6.6,212,4,5,6
6.8,25,4,5,6
7.4,20,6,7,8
8,27.9,7,8,9
6.3,10,8,9,10
7.2,110,5,6,7
7.3,30,8,9,10
7,11,7,8,9
7.9,40,7,8,9
8.3,22.44,6,7,8
6.5,17,3,4,5
6.1,15,5,6,7
8.1,30,5,6,7
6.9,33.3,2,3,4
5,10,2,3,4
6.8,10,5,6,7
6.5,10,6,7,8
6,15,5,6,7
7,19.9,6,7,8
7.5,43.37,4,5,6
6.5,17,5,6,7
8.3,26,6,7,8
6.5,10,4,5,6
7.2,112,5,6,7
5.8,15,5,6,7
8.1,18,4,5,6
7.1,15,9,10,11
5.8,11,3,4,5
7.3,35,5,6,7
8,60.5,7,8,9
